Hole_Id,Depth_From,Depth_To,Bond_Work,Abression,Rodmill_In,Drop_Weigh,RQD,AxB,X,Y,Z,Depth_max
KRED328,29.10,29.70,12.00,0.02,13.80,16.00,54.74,0.32,530094.72,8714213.99,1331.06,101.00
KRED328,29.70,38.00,15.30,0.03,8.90,6.70,61.00,0.71,530094.72,8714213.99,1331.06,101.00
KRED328,38.00,39.70,15.30,0.03,8.90,6.70,61.00,0.71,530094.72,8714213.99,1331.06,101.00
KRED328,39.70,44.00,12.00,0.02,13.80,16.00,54.74,0.32,530094.72,8714213.99,1331.06,101.00
KRED328,44.00,47.60,19.60,0.02,4.00,6.10,16.00,0.24,530094.72,8714213.99,1331.06,101.00
KRED328,47.60,48.20,19.60,0.02,4.00,6.10,16.00,0.24,530094.72,8714213.99,1331.06,101.00
KRED328,48.20,75.00,14.30,0.78,18.90,11.30,70.00,41.10,530094.72,8714213.99,1331.06,101.00
KRED328,75.00,81.50,7.00,0.00,12.00,0.02,36.33,29.10,530094.72,8714213.99,1331.06,101.00
KRED328,81.50,82.10,7.00,0.00,12.00,0.02,36.33,29.10,530094.72,8714213.99,1331.06,101.00
KRED328,82.10,86.50,14.30,0.78,18.90,11.30,70.00,41.10,530094.72,8714213.99,1331.06,101.00
KRED328,86.50,87.30,7.00,0.00,12.00,0.02,36.33,29.10,530094.72,8714213.99,1331.06,101.00
KRED328,87.30,101.00,14.30,0.78,18.90,11.30,70.00,41.10,530094.72,8714213.99,1331.06,101.00
KRED329,0.00,9.30,0.00,0.00,0.00,0.00,0.00,0.00,530028.53,8714133.73,1331.64,89.00
KRED329,9.30,16.50,12.00,0.02,13.80,16.00,54.74,0.32,530028.53,8714133.73,1331.64,89.00
KRED329,16.50,18.40,12.00,0.02,13.80,16.00,54.74,0.32,530028.53,8714133.73,1331.64,89.00
KRED329,18.40,19.50,12.80,0.15,14.20,12.80,41.68,11.70,530028.53,8714133.73,1331.64,89.00
KRED329,19.50,20.20,12.00,0.02,13.80,16.00,54.74,0.32,530028.53,8714133.73,1331.64,89.00
KRED329,20.20,26.20,15.30,0.03,8.90,6.70,61.00,0.71,530028.53,8714133.73,1331.64,89.00
KRED329,26.20,29.00,15.30,0.03,8.90,6.70,61.00,0.71,530028.53,8714133.73,1331.64,89.00
KRED329,29.00,30.60,14.30,0.78,18.90,11.30,70.00,41.10,530028.53,8714133.73,1331.64,89.00
KRED329,30.60,60.50,14.30,0.78,18.90,11.30,70.00,41.10,530028.53,8714133.73,1331.64,89.00
KRED329,60.50,62.50,7.00,0.00,12.00,0.02,36.33,29.10,530028.53,8714133.73,1331.64,89.00
KRED329,62.50,67.20,14.30,0.78,18.90,11.30,70.00,41.10,530028.53,8714133.73,1331.64,89.00
KRED329,67.20,74.00,7.00,0.00,12.00,0.02,36.33,29.10,530028.53,8714133.73,1331.64,89.00
KRED329,74.00,75.30,7.00,0.00,12.00,0.02,36.33,29.10,530028.53,8714133.73,1331.64,89.00
KRED329,75.30,76.00,14.30,0.78,18.90,11.30,70.00,41.10,530028.53,8714133.73,1331.64,89.00
KRED329,76.00,80.00,7.00,0.00,12.00,0.02,36.33,29.10,530028.53,8714133.73,1331.64,89.00
KRED329,80.00,82.10,7.00,0.00,12.00,0.02,36.33,29.10,530028.53,8714133.73,1331.64,89.00
KRED329,82.10,89.00,7.00,0.00,12.00,0.02,36.33,29.10,530028.53,8714133.73,1331.64,89.00
KRED330A,0.00,23.00,0.00,0.00,0.00,0.00,0.00,0.00,530397.28,8714467.01,1329.23,104.00
KRED330A,23.00,26.00,7.00,0.00,12.00,0.02,36.33,29.10,530397.28,8714467.01,1329.23,104.00
KRED330A,26.00,26.70,14.30,0.78,18.90,11.30,70.00,41.10,530397.28,8714467.01,1329.23,104.00
KRED330A,26.70,29.00,12.00,0.02,13.80,16.00,54.74,0.32,530397.28,8714467.01,1329.23,104.00
KRED330A,29.00,29.70,15.30,6.70,8.90,6.70,61.00,0.03,530397.28,8714467.01,1329.23,104.00
KRED330A,29.70,31.30,15.30,0.03,8.90,6.70,61.00,0.71,530397.28,8714467.01,1329.23,104.00
KRED330A,31.30,32.75,12.00,0.02,13.80,16.00,54.74,0.32,530397.28,8714467.01,1329.23,104.00
KRED330A,32.75,36.00,12.80,0.15,14.20,12.80,41.68,11.70,530397.28,8714467.01,1329.23,104.00
KRED330A,36.00,38.00,12.00,0.02,13.80,16.00,54.74,0.32,530397.28,8714467.01,1329.23,104.00
KRED330A,38.00,50.70,12.00,0.02,13.80,16.00,54.74,0.32,530397.28,8714467.01,1329.23,104.00
KRED330A,50.70,57.20,12.00,0.02,13.80,16.00,54.74,0.32,530397.28,8714467.01,1329.23,104.00
KRED330A,57.20,68.50,12.00,0.02,13.80,16.00,54.74,0.32,530397.28,8714467.01,1329.23,104.00
KRED330A,68.50,76.20,12.00,0.02,13.80,16.00,54.74,0.32,530397.28,8714467.01,1329.23,104.00
KRED330A,76.20,105.50,10.30,0.32,13.70,21.00,45.00,0.67,530397.28,8714467.01,1329.23,104.00
KRED331,0.00,10.50,0.00,0.00,0.00,0.00,0.00,0.00,529878.63,8714388.09,1332.08,170.00
KRED331,10.50,59.00,19.60,0.02,4.00,6.10,16.00,0.24,529878.63,8714388.09,1332.08,170.00
KRED331,59.00,64.00,19.60,0.02,4.00,6.10,16.00,0.24,529878.63,8714388.09,1332.08,170.00
KRED331,64.00,68.00,19.60,0.02,4.00,6.10,16.00,0.24,529878.63,8714388.09,1332.08,170.00
KRED331,68.00,119.50,19.60,0.02,4.00,6.10,16.00,0.24,529878.63,8714388.09,1332.08,170.00
KRED331,119.50,126.00,14.30,0.78,18.90,11.30,70.00,41.10,529878.63,8714388.09,1332.08,170.00
KRED331,126.00,130.00,7.00,0.00,12.00,0.02,36.33,29.10,529878.63,8714388.09,1332.08,170.00
KRED331,130.00,130.50,13.30,0.75,17.90,10.30,72.00,40.00,529878.63,8714388.09,1332.08,170.00
KRED331,130.50,149.00,7.00,0.00,12.00,0.02,36.33,29.10,529878.63,8714388.09,1332.08,170.00
KRED331,149.00,152.00,14.30,0.78,18.90,11.30,70.00,41.10,529878.63,8714388.09,1332.08,170.00
KRED331,152.00,154.00,14.30,0.78,18.90,11.30,70.00,41.10,529878.63,8714388.09,1332.08,170.00
KRED331,154.00,156.00,14.30,0.78,18.90,11.30,70.00,41.10,529878.63,8714388.09,1332.08,170.00
KRED331,156.00,158.00,14.30,0.78,18.90,11.30,70.00,41.10,529878.63,8714388.09,1332.08,170.00
KRED331,158.00,170.00,14.30,0.78,18.90,11.30,70.00,41.10,529878.63,8714388.09,1332.08,170.00
KRED332,0.00,14.00,0.00,0.00,0.00,0.00,0.00,0.00,530029.72,8714522.60,1330.86,168.50
KRED332,14.00,24.70,7.00,0.00,12.00,0.02,36.33,29.10,530029.72,8714522.60,1330.86,168.50
KRED332,24.70,25.60,7.00,0.00,12.00,0.02,36.33,29.10,530029.72,8714522.60,1330.86,168.50
KRED332,25.60,31.00,7.00,0.00,12.00,0.02,36.33,29.10,530029.72,8714522.60,1330.86,168.50
KRED332,31.00,35.50,14.30,0.78,18.90,11.30,70.00,41.10,530029.72,8714522.60,1330.86,168.50
KRED332,35.50,43.20,7.00,0.00,12.00,0.02,36.33,29.10,530029.72,8714522.60,1330.86,168.50
KRED332,43.20,47.00,7.00,0.00,12.00,0.02,36.33,29.10,530029.72,8714522.60,1330.86,168.50
KRED332,47.00,52.00,14.30,0.78,18.90,11.30,70.00,41.10,530029.72,8714522.60,1330.86,168.50
KRED332,52.00,55.00,7.00,0.00,12.00,0.02,36.33,29.10,530029.72,8714522.60,1330.86,168.50
KRED332,55.00,57.30,14.30,0.78,18.90,11.30,70.00,41.10,530029.72,8714522.60,1330.86,168.50
KRED332,57.30,59.50,7.00,0.00,12.00,0.02,36.33,29.10,530029.72,8714522.60,1330.86,168.50
KRED332,59.50,61.50,14.30,0.78,18.90,11.30,70.00,41.10,530029.72,8714522.60,1330.86,168.50
KRED332,61.50,66.00,7.00,0.00,12.00,0.02,36.33,29.10,530029.72,8714522.60,1330.86,168.50
KRED332,66.00,78.30,7.00,0.00,12.00,0.02,36.33,29.10,530029.72,8714522.60,1330.86,168.50
KRED332,78.30,84.40,14.30,0.78,18.90,11.30,70.00,41.10,530029.72,8714522.60,1330.86,168.50
KRED332,84.40,88.00,14.30,0.78,18.90,11.30,70.00,41.10,530029.72,8714522.60,1330.86,168.50
KRED332,88.00,107.30,14.30,0.78,18.90,11.30,70.00,41.10,530029.72,8714522.60,1330.86,168.50
KRED332,107.30,108.00,7.00,0.00,12.00,0.02,36.33,29.10,530029.72,8714522.60,1330.86,168.50
KRED332,108.00,109.90,14.30,0.78,18.90,11.30,70.00,41.10,530029.72,8714522.60,1330.86,168.50
KRED332,109.90,112.50,7.00,0.00,12.00,0.02,36.33,29.10,530029.72,8714522.60,1330.86,168.50
KRED332,112.50,148.00,14.30,0.78,18.90,11.30,70.00,41.10,530029.72,8714522.60,1330.86,168.50
KRED332,148.00,156.00,7.00,0.00,12.00,0.02,36.33,29.10,530029.72,8714522.60,1330.86,168.50
KRED332,156.00,161.10,7.00,0.00,12.00,0.02,36.33,29.10,530029.72,8714522.60,1330.86,168.50
KRED332,161.10,164.30,14.30,0.78,18.90,11.30,70.00,41.10,530029.72,8714522.60,1330.86,168.50
KRED332,164.30,167.70,14.30,0.78,18.90,11.30,70.00,41.10,530029.72,8714522.60,1330.86,168.50
KRED332,167.70,168.50,7.00,0.00,12.00,0.02,36.33,29.10,530029.72,8714522.60,1330.86,168.50
KRED333,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,530128.80,8714246.96,1330.82,78.50
KRED333,5.00,20.50,12.00,0.02,13.80,16.00,54.74,0.32,530128.80,8714246.96,1330.82,78.50
KRED333,20.50,22.10,12.80,0.15,14.20,12.80,41.68,11.70,530128.80,8714246.96,1330.82,78.50
KRED333,22.10,23.00,12.00,0.02,13.80,16.00,54.74,0.32,530128.80,8714246.96,1330.82,78.50
KRED333,23.00,29.00,15.30,0.03,8.90,6.70,61.00,0.71,530128.80,8714246.96,1330.82,78.50
KRED333,29.00,30.50,15.30,0.03,8.90,6.70,61.00,0.71,530128.80,8714246.96,1330.82,78.50
KRED333,30.50,32.40,12.00,0.02,13.80,16.00,54.74,0.32,530128.80,8714246.96,1330.82,78.50
KRED333,32.40,35.00,12.00,0.02,13.80,16.00,54.74,0.32,530128.80,8714246.96,1330.82,78.50
KRED333,35.00,37.50,19.60,0.02,4.00,6.10,16.00,0.24,530128.80,8714246.96,1330.82,78.50
KRED333,37.50,39.50,14.30,0.78,18.90,11.30,70.00,41.10,530128.80,8714246.96,1330.82,78.50
KRED333,39.50,45.50,7.00,0.00,12.00,0.02,36.33,29.10,530128.80,8714246.96,1330.82,78.50
KRED333,45.50,73.90,14.30,0.78,18.90,11.30,70.00,41.10,530128.80,8714246.96,1330.82,78.50
KRED333,73.90,75.50,7.00,0.00,12.00,0.02,36.33,29.10,530128.80,8714246.96,1330.82,78.50
KRED333,75.50,78.50,7.00,0.00,12.00,0.02,36.33,29.10,530128.80,8714246.96,1330.82,78.50
KRED334,0.00,5.30,0.00,0.00,0.00,0.00,0.00,0.00,530060.85,8714172.21,1331.46,84.50
KRED334,5.30,8.80,12.00,0.02,13.80,16.00,54.74,0.32,530060.85,8714172.21,1331.46,84.50
KRED334,8.80,21.70,12.00,0.02,13.80,16.00,54.74,0.32,530060.85,8714172.21,1331.46,84.50
KRED334,21.70,23.30,12.80,0.15,14.20,12.80,41.68,11.70,530060.85,8714172.21,1331.46,84.50
KRED334,23.30,24.90,12.00,0.02,13.80,16.00,54.74,0.32,530060.85,8714172.21,1331.46,84.50
KRED334,24.90,30.10,15.30,0.03,8.90,6.70,61.00,0.71,530060.85,8714172.21,1331.46,84.50
KRED334,30.10,31.40,15.30,0.03,8.90,6.70,61.00,0.71,530060.85,8714172.21,1331.46,84.50
KRED334,31.40,33.00,12.00,0.02,13.80,16.00,54.74,0.32,530060.85,8714172.21,1331.46,84.50
KRED334,33.00,36.00,12.00,0.02,13.80,16.00,54.74,0.32,530060.85,8714172.21,1331.46,84.50
KRED334,36.00,37.80,12.00,0.02,13.80,16.00,54.74,0.32,530060.85,8714172.21,1331.46,84.50
KRED334,37.80,44.20,19.60,0.02,4.00,6.10,16.00,0.24,530060.85,8714172.21,1331.46,84.50
KRED334,44.20,44.60,19.60,0.02,4.00,6.10,16.00,0.24,530060.85,8714172.21,1331.46,84.50
KRED334,44.60,48.50,14.30,0.78,18.90,11.30,70.00,41.10,530060.85,8714172.21,1331.46,84.50
KRED334,48.50,56.10,14.30,0.78,18.90,11.30,70.00,41.10,530060.85,8714172.21,1331.46,84.50
KRED334,56.10,67.50,14.30,0.78,18.90,11.30,70.00,41.10,530060.85,8714172.21,1331.46,84.50
KRED334,67.50,75.50,14.30,0.78,18.90,11.30,70.00,41.10,530060.85,8714172.21,1331.46,84.50
KRED334,75.50,80.50,7.00,0.00,12.00,0.02,36.33,29.10,530060.85,8714172.21,1331.46,84.50
KRED334,80.50,82.50,7.00,0.00,12.00,0.02,36.33,29.10,530060.85,8714172.21,1331.46,84.50
KRED334,82.50,84.50,7.00,0.00,12.00,0.02,36.33,29.10,530060.85,8714172.21,1331.46,84.50
KRED335,0.00,6.50,0.00,0.00,0.00,0.00,0.00,0.00,530204.66,8714314.10,1330.46,79.50
KRED335,6.50,12.70,12.00,0.02,13.80,16.00,54.74,0.32,530204.66,8714314.10,1330.46,79.50
KRED335,12.70,13.90,12.00,0.02,13.80,16.00,54.74,0.32,530204.66,8714314.10,1330.46,79.50
KRED335,13.90,14.60,12.80,0.15,14.20,12.80,41.68,11.70,530204.66,8714314.10,1330.46,79.50
KRED335,14.60,15.90,12.00,0.02,13.80,16.00,54.74,0.32,530204.66,8714314.10,1330.46,79.50
KRED335,15.90,21.00,15.30,0.03,8.90,6.70,61.00,0.71,530204.66,8714314.10,1330.46,79.50
KRED335,21.00,23.00,15.30,0.03,8.90,6.70,61.00,0.71,530204.66,8714314.10,1330.46,79.50
KRED335,23.00,24.50,12.00,0.02,13.80,16.00,54.74,0.32,530204.66,8714314.10,1330.46,79.50
KRED335,24.50,27.30,12.00,0.02,13.80,16.00,54.74,0.32,530204.66,8714314.10,1330.46,79.50
KRED335,27.30,32.20,19.60,0.02,4.00,6.10,16.00,0.24,530204.66,8714314.10,1330.46,79.50
KRED335,32.20,34.50,14.30,0.78,18.90,11.30,70.00,41.10,530204.66,8714314.10,1330.46,79.50
KRED335,34.50,39.90,7.00,0.00,12.00,0.02,36.33,29.10,530204.66,8714314.10,1330.46,79.50
KRED335,39.90,42.70,14.30,0.78,18.90,11.30,70.00,41.10,530204.66,8714314.10,1330.46,79.50
KRED335,42.70,51.00,7.00,0.00,12.00,0.02,36.33,29.10,530204.66,8714314.10,1330.46,79.50
KRED335,51.00,54.10,14.30,0.78,18.90,11.30,70.00,41.10,530204.66,8714314.10,1330.46,79.50
KRED335,54.10,57.70,7.00,0.00,12.00,0.02,36.33,29.10,530204.66,8714314.10,1330.46,79.50
KRED335,57.70,64.50,14.30,0.78,18.90,11.30,70.00,41.10,530204.66,8714314.10,1330.46,79.50
KRED335,64.50,67.90,7.00,0.00,12.00,0.02,36.33,29.10,530204.66,8714314.10,1330.46,79.50
KRED335,67.90,79.50,14.30,0.78,18.90,11.30,70.00,41.10,530204.66,8714314.10,1330.46,79.50
KRED336,0.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,530250.77,8714398.72,1330.35,92.00
KRED336,7.00,10.30,12.00,0.02,13.80,16.00,54.74,0.32,530250.77,8714398.72,1330.35,92.00
KRED336,10.30,14.50,12.00,0.02,13.80,16.00,54.74,0.32,530250.77,8714398.72,1330.35,92.00
KRED336,14.50,26.50,12.00,0.02,13.80,16.00,54.74,0.32,530250.77,8714398.72,1330.35,92.00
KRED336,26.50,30.50,12.00,0.02,13.80,16.00,54.74,0.32,530250.77,8714398.72,1330.35,92.00
KRED336,30.50,32.80,12.80,0.15,14.20,12.80,41.68,11.70,530250.77,8714398.72,1330.35,92.00
KRED336,32.80,34.30,12.00,0.02,13.80,16.00,54.74,0.32,530250.77,8714398.72,1330.35,92.00
KRED336,34.30,38.00,15.30,0.03,8.90,6.70,61.00,0.71,530250.77,8714398.72,1330.35,92.00
KRED336,38.00,39.00,15.30,0.03,8.90,6.70,61.00,0.71,530250.77,8714398.72,1330.35,92.00
KRED336,39.00,42.50,12.00,0.02,13.80,16.00,54.74,0.32,530250.77,8714398.72,1330.35,92.00
KRED336,42.50,44.10,12.00,0.02,13.80,16.00,54.74,0.32,530250.77,8714398.72,1330.35,92.00
KRED336,44.10,49.80,19.60,0.02,4.00,6.10,16.00,0.24,530250.77,8714398.72,1330.35,92.00
KRED336,49.80,78.50,14.30,0.78,18.90,11.30,70.00,41.10,530250.77,8714398.72,1330.35,92.00
KRED336,78.50,81.40,14.30,0.78,18.90,11.30,70.00,41.10,530250.77,8714398.72,1330.35,92.00
KRED336,81.40,92.00,14.30,0.78,18.90,11.30,70.00,41.10,530250.77,8714398.72,1330.35,92.00
